"State","report_date","yoy_pct_change","Country"
"District of Columbia",2020-03-05,-0.05,"United States"
"Florida",2020-03-05,-0.07,"United States"
"Georgia",2020-03-05,-0.12,"United States"
"Hawaii",2020-03-05,-0.05,"United States"
"Illinois",2020-03-05,-0.05,"United States"
"Indiana",2020-03-05,0.05,"United States"
"Jalisco",2020-03-05,-0.13,"Mexico"
"Kansas",2020-03-05,-0.1,"United States"
"Kentucky",2020-03-05,0.04,"United States"
"Louisiana",2020-03-05,0.06,"United States"
"Maryland",2020-03-05,-0.05,"United States"
"Massachusetts",2020-03-05,0.04,"United States"
"Mexico City",2020-03-05,-0.09,"Mexico"
"Michigan",2020-03-05,-0.04,"United States"
"Minnesota",2020-03-05,-0.17,"United States"
"Missouri",2020-03-05,0.04,"United States"
"Nebraska",2020-03-05,-0.01,"United States"
"Nevada",2020-03-05,-0.1,"United States"
"New Jersey",2020-03-05,-0.04,"United States"
"New Mexico",2020-03-05,-0.19,"United States"
"New South Wales",2020-03-05,-0.09,"Australia"
"New York",2020-03-05,-0.08,"United States"
"North Carolina",2020-03-05,-0.07,"United States"
"Nuevo Leon",2020-03-05,0,"Mexico"
"Ohio",2020-03-05,-0.08,"United States"
"Oklahoma",2020-03-05,0.03,"United States"
"Ontario",2020-03-05,-0.02,"Canada"
"Oregon",2020-03-05,-0.03,"United States"
"Pennsylvania",2020-03-05,0.02,"United States"
"Quebec",2020-03-05,-0.03,"Canada"
"Queensland",2020-03-05,-0.05,"Australia"
"Quintana Roo",2020-03-05,0.02,"Mexico"
"Rhode Island",2020-03-05,-0.12,"United States"
"South Carolina",2020-03-05,-0.07,"United States"
"Tennessee",2020-03-05,-0.04,"United States"
"Texas",2020-03-05,0.01,"United States"
"Utah",2020-03-05,-0.03,"United States"
"Victoria",2020-03-05,-0.12,"Australia"
"Virginia",2020-03-05,-0.02,"United States"
"Washington",2020-03-05,-0.22,"United States"
"Alabama",2020-03-04,-0.23,"United States"
"Alberta",2020-03-04,-0.01,"Canada"
"Arizona",2020-03-04,0,"United States"
"Baja California Sur",2020-03-04,0,"Mexico"
"British Columbia",2020-03-04,-0.04,"Canada"
"California",2020-03-04,-0.03,"United States"
"Colorado",2020-03-04,-0.06,"United States"
"Connecticut",2020-03-04,-0.06,"United States"
"District of Columbia",2020-03-04,0.07,"United States"
"Florida",2020-03-04,-0.08,"United States"
"Georgia",2020-03-04,-0.17,"United States"
"Hawaii",2020-03-04,-0.04,"United States"
"Illinois",2020-03-04,-0.03,"United States"
"Indiana",2020-03-04,0.03,"United States"
"Jalisco",2020-03-04,-0.23,"Mexico"
"Kansas",2020-03-04,-0.08,"United States"
"Kentucky",2020-03-04,-0.06,"United States"
"Louisiana",2020-03-04,-0.25,"United States"
"Maryland",2020-03-04,0.11,"United States"
"Massachusetts",2020-03-04,-0.05,"United States"
"Mexico City",2020-03-04,-0.04,"Mexico"
"Michigan",2020-03-04,-0.01,"United States"
"Minnesota",2020-03-04,-0.03,"United States"
"Missouri",2020-03-04,-0.03,"United States"
"Nebraska",2020-03-04,0.01,"United States"
"Nevada",2020-03-04,-0.11,"United States"
"New Jersey",2020-03-04,-0.02,"United States"
"New Mexico",2020-03-04,-0.12,"United States"
"New South Wales",2020-03-04,-0.16,"Australia"
"New York",2020-03-04,-0.09,"United States"
"North Carolina",2020-03-04,-0.04,"United States"
"Nuevo Leon",2020-03-04,0.03,"Mexico"
"Ohio",2020-03-04,-0.06,"United States"
"Oklahoma",2020-03-04,0,"United States"
"Ontario",2020-03-04,-0.01,"Canada"
"Oregon",2020-03-04,-0.03,"United States"
"Pennsylvania",2020-03-04,0,"United States"
"Quebec",2020-03-04,0.05,"Canada"
"Queensland",2020-03-04,-0.02,"Australia"
"Quintana Roo",2020-03-04,-0.17,"Mexico"
"Rhode Island",2020-03-04,0.07,"United States"
"South Carolina",2020-03-04,-0.07,"United States"
"Tennessee",2020-03-04,-0.01,"United States"
"Texas",2020-03-04,-0.08,"United States"
"Utah",2020-03-04,-0.05,"United States"
"Victoria",2020-03-04,-0.17,"Australia"
"Virginia",2020-03-04,-0.01,"United States"
"Washington",2020-03-04,-0.17,"United States"
"Alabama",2020-03-03,-0.29,"United States"
"Alberta",2020-03-03,-0.04,"Canada"
"Arizona",2020-03-03,-0.1,"United States"
"Baja California Sur",2020-03-03,-0.17,"Mexico"
"British Columbia",2020-03-03,-0.07,"Canada"
"California",2020-03-03,-0.04,"United States"
"Colorado",2020-03-03,-0.06,"United States"
"Connecticut",2020-03-03,-0.09,"United States"
"District of Columbia",2020-03-03,-0.09,"United States"
"Florida",2020-03-03,-0.1,"United States"
"Georgia",2020-03-03,-0.21,"United States"
"Hawaii",2020-03-03,-0.05,"United States"
"Illinois",2020-03-03,-0.12,"United States"
"Indiana",2020-03-03,-0.03,"United States"
"Jalisco",2020-03-03,-0.15,"Mexico"
"Kansas",2020-03-03,-0.14,"United States"
"Kentucky",2020-03-03,0,"United States"
"Louisiana",2020-03-03,-0.53,"United States"
"Maryland",2020-03-03,-0.04,"United States"
"Massachusetts",2020-03-03,-0.04,"United States"
"Mexico City",2020-03-03,-0.09,"Mexico"
"Michigan",2020-03-03,-0.13,"United States"
"Minnesota",2020-03-03,-0.02,"United States"
"Missouri",2020-03-03,0,"United States"
"Nebraska",2020-03-03,-0.14,"United States"
"Nevada",2020-03-03,-0.27,"United States"
"New Jersey",2020-03-03,-0.12,"United States"
"New Mexico",2020-03-03,-0.07,"United States"
"New South Wales",2020-03-03,-0.11,"Australia"
"New York",2020-03-03,-0.11,"United States"
"North Carolina",2020-03-03,-0.09,"United States"
"Nuevo Leon",2020-03-03,0.08,"Mexico"
"Ohio",2020-03-03,-0.1,"United States"
"Oklahoma",2020-03-03,0.05,"United States"
"Ontario",2020-03-03,-0.06,"Canada"
"Oregon",2020-03-03,-0.08,"United States"
"Pennsylvania",2020-03-03,-0.06,"United States"
"Quebec",2020-03-03,-0.16,"Canada"
"Queensland",2020-03-03,-0.01,"Australia"
"Quintana Roo",2020-03-03,-0.16,"Mexico"
"Rhode Island",2020-03-03,-0.01,"United States"
"South Carolina",2020-03-03,-0.08,"United States"
"Tennessee",2020-03-03,-0.16,"United States"
"Texas",2020-03-03,-0.09,"United States"
"Utah",2020-03-03,-0.06,"United States"
"Victoria",2020-03-03,-0.04,"Australia"
"Virginia",2020-03-03,-0.01,"United States"
"Washington",2020-03-03,-0.21,"United States"
"Alabama",2020-03-02,-0.32,"United States"
"Alberta",2020-03-02,-0.1,"Canada"
"Arizona",2020-03-02,-0.07,"United States"
"Baja California Sur",2020-03-02,0.03,"Mexico"
"British Columbia",2020-03-02,-0.11,"Canada"
"California",2020-03-02,-0.06,"United States"
"Colorado",2020-03-02,-0.01,"United States"
"Connecticut",2020-03-02,0.13,"United States"
"District of Columbia",2020-03-02,0,"United States"
"Florida",2020-03-02,-0.1,"United States"
"Georgia",2020-03-02,-0.12,"United States"
"Hawaii",2020-03-02,-0.02,"United States"
"Illinois",2020-03-02,-0.13,"United States"
"Indiana",2020-03-02,0.01,"United States"
"Jalisco",2020-03-02,-0.18,"Mexico"
"Kansas",2020-03-02,-0.13,"United States"
"Kentucky",2020-03-02,-0.05,"United States"
"Louisiana",2020-03-02,-0.42,"United States"
"Maryland",2020-03-02,-0.05,"United States"
"Massachusetts",2020-03-02,0.13,"United States"
"Mexico City",2020-03-02,-0.09,"Mexico"
"Michigan",2020-03-02,0.04,"United States"
"Minnesota",2020-03-02,-0.09,"United States"
"Missouri",2020-03-02,0.08,"United States"
"Nebraska",2020-03-02,0.16,"United States"
"Nevada",2020-03-02,-0.28,"United States"
"New Jersey",2020-03-02,-0.05,"United States"
"New Mexico",2020-03-02,-0.04,"United States"
"New South Wales",2020-03-02,-0.31,"Australia"
"New York",2020-03-02,-0.07,"United States"
"North Carolina",2020-03-02,-0.07,"United States"
"Nuevo Leon",2020-03-02,0.14,"Mexico"
"Ohio",2020-03-02,-0.07,"United States"
"Oklahoma",2020-03-02,-0.12,"United States"
"Ontario",2020-03-02,-0.09,"Canada"
"Oregon",2020-03-02,0.08,"United States"
"Pennsylvania",2020-03-02,0.03,"United States"
"Quebec",2020-03-02,-0.26,"Canada"
"Queensland",2020-03-02,-0.01,"Australia"
"Quintana Roo",2020-03-02,-0.14,"Mexico"
"Rhode Island",2020-03-02,0.18,"United States"
"South Carolina",2020-03-02,0.01,"United States"
"Tennessee",2020-03-02,-0.06,"United States"
"Texas",2020-03-02,-0.02,"United States"
"Utah",2020-03-02,-0.13,"United States"
"Victoria",2020-03-02,-0.13,"Australia"
"Virginia",2020-03-02,-0.04,"United States"
"Washington",2020-03-02,-0.25,"United States"
"Alabama",2020-03-01,0.02,"United States"
"Alberta",2020-03-01,-0.04,"Canada"
"Arizona",2020-03-01,-0.02,"United States"
"Baja California Sur",2020-03-01,-0.15,"Mexico"
"British Columbia",2020-03-01,-0.08,"Canada"
"California",2020-03-01,-0.03,"United States"
"Colorado",2020-03-01,0.26,"United States"
"Connecticut",2020-03-01,0.13,"United States"
"District of Columbia",2020-03-01,0.05,"United States"
"Florida",2020-03-01,-0.05,"United States"
"Georgia",2020-03-01,0.08,"United States"
"Hawaii",2020-03-01,-0.02,"United States"
"Illinois",2020-03-01,0.02,"United States"
"Indiana",2020-03-01,0.18,"United States"
"Jalisco",2020-03-01,-0.06,"Mexico"
"Kansas",2020-03-01,0.69,"United States"
"Kentucky",2020-03-01,0.19,"United States"
"Louisiana",2020-03-01,-0.19,"United States"
"Maryland",2020-03-01,0.25,"United States"
"Massachusetts",2020-03-01,-0.01,"United States"
"Mexico City",2020-03-01,-0.09,"Mexico"
"Michigan",2020-03-01,-0.04,"United States"
"Minnesota",2020-03-01,-0.01,"United States"
"Missouri",2020-03-01,0.72,"United States"
"Nebraska",2020-03-01,-0.02,"United States"
"Nevada",2020-03-01,-0.15,"United States"
"New Jersey",2020-03-01,0.1,"United States"
"New Mexico",2020-03-01,-0.02,"United States"
"New South Wales",2020-03-01,0.05,"Australia"
"New York",2020-03-01,0,"United States"
"North Carolina",2020-03-01,0.02,"United States"
"Nuevo Leon",2020-03-01,0.07,"Mexico"
"Ohio",2020-03-01,0.06,"United States"
"Oklahoma",2020-03-01,0.4,"United States"
"Ontario",2020-03-01,-0.09,"Canada"
"Oregon",2020-03-01,0.06,"United States"
"Pennsylvania",2020-03-01,0.3,"United States"
"Quebec",2020-03-01,0.01,"Canada"
"Queensland",2020-03-01,0.1,"Australia"
"Quintana Roo",2020-03-01,-0.08,"Mexico"
"Rhode Island",2020-03-01,-0.11,"United States"
"South Carolina",2020-03-01,0.08,"United States"
"Tennessee",2020-03-01,-0.06,"United States"
"Texas",2020-03-01,0.07,"United States"
"Utah",2020-03-01,-0.12,"United States"
"Victoria",2020-03-01,-0.01,"Australia"
"Virginia",2020-03-01,0.14,"United States"
"Washington",2020-03-01,-0.12,"United States"
"Alabama",2020-02-29,-0.11,"United States"
"Alberta",2020-02-29,0.02,"Canada"
"Arizona",2020-02-29,0.01,"United States"
"Baja California Sur",2020-02-29,-0.13,"Mexico"
"British Columbia",2020-02-29,-0.02,"Canada"
"California",2020-02-29,0.09,"United States"
"Colorado",2020-02-29,0.22,"United States"
"Connecticut",2020-02-29,0.04,"United States"
"District of Columbia",2020-02-29,0.02,"United States"
"Florida",2020-02-29,0,"United States"
"Georgia",2020-02-29,-0.03,"United States"
"Hawaii",2020-02-29,-0.02,"United States"
"Illinois",2020-02-29,0,"United States"
"Indiana",2020-02-29,0.04,"United States"
"Jalisco",2020-02-29,-0.12,"Mexico"
"Kansas",2020-02-29,0.02,"United States"
"Kentucky",2020-02-29,0.17,"United States"
"Louisiana",2020-02-29,-0.01,"United States"
"Maryland",2020-02-29,0,"United States"
"Massachusetts",2020-02-29,0.26,"United States"
"Mexico City",2020-02-29,-0.09,"Mexico"
"Michigan",2020-02-29,-0.06,"United States"
"Minnesota",2020-02-29,0.01,"United States"
"Missouri",2020-02-29,0.02,"United States"
"Nebraska",2020-02-29,0.05,"United States"
"Nevada",2020-02-29,-0.04,"United States"
"New Jersey",2020-02-29,0.03,"United States"
"New Mexico",2020-02-29,0.04,"United States"
"New South Wales",2020-02-29,0.08,"Australia"
"New York",2020-02-29,-0.01,"United States"
"North Carolina",2020-02-29,-0.03,"United States"
"Nuevo Leon",2020-02-29,0.15,"Mexico"
"Ohio",2020-02-29,-0.12,"United States"
"Oklahoma",2020-02-29,0.08,"United States"
"Ontario",2020-02-29,-0.08,"Canada"
"Oregon",2020-02-29,0.03,"United States"
"Pennsylvania",2020-02-29,0.01,"United States"
"Quebec",2020-02-29,0.01,"Canada"
"Queensland",2020-02-29,-0.08,"Australia"
"Quintana Roo",2020-02-29,0.06,"Mexico"
"Rhode Island",2020-02-29,0.21,"United States"
"South Carolina",2020-02-29,0.05,"United States"
"Tennessee",2020-02-29,-0.02,"United States"
"Texas",2020-02-29,0.06,"United States"
"Utah",2020-02-29,-0.01,"United States"
"Victoria",2020-02-29,-0.04,"Australia"
"Virginia",2020-02-29,-0.03,"United States"
"Washington",2020-02-29,-0.04,"United States"
"Alabama",2020-02-28,-0.03,"United States"
"Alberta",2020-02-28,0.03,"Canada"
"Arizona",2020-02-28,0.02,"United States"
"Baja California Sur",2020-02-28,-0.18,"Mexico"
"British Columbia",2020-02-28,-0.02,"Canada"
"California",2020-02-28,0.05,"United States"
"Colorado",2020-02-28,0,"United States"
"Connecticut",2020-02-28,-0.01,"United States"
"District of Columbia",2020-02-28,0.03,"United States"
"Florida",2020-02-28,0.02,"United States"
"Georgia",2020-02-28,0.02,"United States"
"Hawaii",2020-02-28,0.04,"United States"
"Illinois",2020-02-28,-0.06,"United States"
"Indiana",2020-02-28,-0.01,"United States"
"Jalisco",2020-02-28,-0.15,"Mexico"
"Kansas",2020-02-28,-0.14,"United States"
"Kentucky",2020-02-28,0,"United States"
"Louisiana",2020-02-28,-0.1,"United States"
"Maryland",2020-02-28,0.1,"United States"
"Massachusetts",2020-02-28,-0.02,"United States"
"Mexico City",2020-02-28,-0.08,"Mexico"
"Michigan",2020-02-28,-0.12,"United States"
"Minnesota",2020-02-28,0.33,"United States"
"Missouri",2020-02-28,-0.13,"United States"
"Nebraska",2020-02-28,-0.15,"United States"
"Nevada",2020-02-28,-0.06,"United States"
"New Jersey",2020-02-28,0.01,"United States"
"New Mexico",2020-02-28,0.04,"United States"
"New South Wales",2020-02-28,0.04,"Australia"
"New York",2020-02-28,-0.02,"United States"
"North Carolina",2020-02-28,0.03,"United States"
"Nuevo Leon",2020-02-28,-0.03,"Mexico"
"Ohio",2020-02-28,-0.15,"United States"
"Oklahoma",2020-02-28,0.02,"United States"
"Ontario",2020-02-28,-0.15,"Canada"
"Oregon",2020-02-28,-0.03,"United States"
"Pennsylvania",2020-02-28,0.01,"United States"
"Quebec",2020-02-28,-0.1,"Canada"
"Queensland",2020-02-28,0.06,"Australia"
"Quintana Roo",2020-02-28,-0.03,"Mexico"
"Rhode Island",2020-02-28,-0.02,"United States"
"South Carolina",2020-02-28,0.11,"United States"
"Tennessee",2020-02-28,0,"United States"
"Texas",2020-02-28,0.04,"United States"
"Utah",2020-02-28,0.01,"United States"
"Victoria",2020-02-28,-0.07,"Australia"
"Virginia",2020-02-28,0.08,"United States"
"Washington",2020-02-28,0.01,"United States"
"Alabama",2020-02-27,-0.03,"United States"
"Alberta",2020-02-27,-0.04,"Canada"
"Arizona",2020-02-27,0.03,"United States"
"Baja California Sur",2020-02-27,0.1,"Mexico"
"British Columbia",2020-02-27,-0.04,"Canada"
"California",2020-02-27,0.03,"United States"
"Colorado",2020-02-27,-0.02,"United States"
"Connecticut",2020-02-27,-0.08,"United States"
"District of Columbia",2020-02-27,0.01,"United States"
"Florida",2020-02-27,0.04,"United States"
"Georgia",2020-02-27,-0.04,"United States"
"Hawaii",2020-02-27,0.06,"United States"
"Illinois",2020-02-27,-0.09,"United States"
"Indiana",2020-02-27,-0.08,"United States"
"Jalisco",2020-02-27,-0.16,"Mexico"
"Kansas",2020-02-27,-0.2,"United States"
"Kentucky",2020-02-27,-0.08,"United States"
"Louisiana",2020-02-27,-0.15,"United States"
"Maryland",2020-02-27,-0.01,"United States"
"Massachusetts",2020-02-27,0.05,"United States"
"Mexico City",2020-02-27,-0.08,"Mexico"
"Michigan",2020-02-27,-0.19,"United States"
"Minnesota",2020-02-27,0.07,"United States"
"Missouri",2020-02-27,-0.08,"United States"
"Nebraska",2020-02-27,-0.06,"United States"
"Nevada",2020-02-27,-0.07,"United States"
"New Jersey",2020-02-27,-0.08,"United States"
"New Mexico",2020-02-27,0.03,"United States"
"New South Wales",2020-02-27,-0.11,"Australia"
"New York",2020-02-27,-0.05,"United States"
"North Carolina",2020-02-27,-0.01,"United States"
"Nuevo Leon",2020-02-27,0.01,"Mexico"
"Ohio",2020-02-27,-0.13,"United States"
"Oklahoma",2020-02-27,0.01,"United States"
"Ontario",2020-02-27,-0.21,"Canada"
"Oregon",2020-02-27,0.03,"United States"
"Pennsylvania",2020-02-27,-0.03,"United States"
"Quebec",2020-02-27,-0.11,"Canada"
"Queensland",2020-02-27,0.07,"Australia"
"Quintana Roo",2020-02-27,0.03,"Mexico"
"Rhode Island",2020-02-27,-0.09,"United States"
"South Carolina",2020-02-27,0.08,"United States"
"Tennessee",2020-02-27,-0.01,"United States"
"Texas",2020-02-27,0,"United States"
"Utah",2020-02-27,0.01,"United States"
"Victoria",2020-02-27,-0.12,"Australia"
"Virginia",2020-02-27,-0.03,"United States"
"Washington",2020-02-27,0,"United States"
"Alabama",2020-02-26,-0.08,"United States"
"Alberta",2020-02-26,-0.01,"Canada"
"Arizona",2020-02-26,0.01,"United States"
"Baja California Sur",2020-02-26,0.09,"Mexico"
"British Columbia",2020-02-26,0,"Canada"
"California",2020-02-26,0.04,"United States"
"Colorado",2020-02-26,-0.01,"United States"
"Connecticut",2020-02-26,0.09,"United States"
"District of Columbia",2020-02-26,0.08,"United States"
"Florida",2020-02-26,0.03,"United States"
"Georgia",2020-02-26,-0.04,"United States"
"Hawaii",2020-02-26,0.09,"United States"
"Illinois",2020-02-26,-0.14,"United States"
"Indiana",2020-02-26,-0.05,"United States"
"Jalisco",2020-02-26,-0.13,"Mexico"
"Kansas",2020-02-26,0.05,"United States"
"Kentucky",2020-02-26,-0.14,"United States"
"Louisiana",2020-02-26,0.04,"United States"
"Maryland",2020-02-26,-0.08,"United States"
"Massachusetts",2020-02-26,0.01,"United States"
"Mexico City",2020-02-26,-0.1,"Mexico"
"Michigan",2020-02-26,-0.27,"United States"
"Minnesota",2020-02-26,-0.01,"United States"
"Missouri",2020-02-26,-0.11,"United States"
"Nebraska",2020-02-26,-0.16,"United States"
"Nevada",2020-02-26,-0.14,"United States"
"New Jersey",2020-02-26,-0.09,"United States"
"New Mexico",2020-02-26,0.17,"United States"
"New South Wales",2020-02-26,-0.01,"Australia"
"New York",2020-02-26,-0.01,"United States"
"North Carolina",2020-02-26,0.05,"United States"
"Nuevo Leon",2020-02-26,-0.1,"Mexico"
"Ohio",2020-02-26,-0.22,"United States"
"Oklahoma",2020-02-26,0.4,"United States"
"Ontario",2020-02-26,0.05,"Canada"
"Oregon",2020-02-26,0.15,"United States"
"Pennsylvania",2020-02-26,-0.03,"United States"
"Quebec",2020-02-26,-0.01,"Canada"
"Queensland",2020-02-26,0.03,"Australia"
"Quintana Roo",2020-02-26,-0.05,"Mexico"
"Rhode Island",2020-02-26,-0.13,"United States"
"South Carolina",2020-02-26,0.06,"United States"
"Tennessee",2020-02-26,-0.11,"United States"
"Texas",2020-02-26,0,"United States"
"Utah",2020-02-26,0.15,"United States"
"Victoria",2020-02-26,-0.08,"Australia"
"Virginia",2020-02-26,-0.05,"United States"
"Washington",2020-02-26,0.05,"United States"
"Alabama",2020-02-25,0,"United States"
"Alberta",2020-02-25,0.03,"Canada"
"Arizona",2020-02-25,0.05,"United States"
"Baja California Sur",2020-02-25,0.06,"Mexico"
"British Columbia",2020-02-25,-0.05,"Canada"
"California",2020-02-25,0.06,"United States"
"Colorado",2020-02-25,-0.04,"United States"
"Connecticut",2020-02-25,0.06,"United States"
"District of Columbia",2020-02-25,0.08,"United States"
"Florida",2020-02-25,0.05,"United States"
"Georgia",2020-02-25,0.02,"United States"
"Hawaii",2020-02-25,-0.01,"United States"
"Illinois",2020-02-25,-0.14,"United States"
"Indiana",2020-02-25,0.03,"United States"
"Jalisco",2020-02-25,-0.04,"Mexico"
"Kansas",2020-02-25,-0.03,"United States"
"Kentucky",2020-02-25,-0.07,"United States"
"Louisiana",2020-02-25,0.78,"United States"
"Maryland",2020-02-25,-0.03,"United States"
"Massachusetts",2020-02-25,0.01,"United States"
"Mexico City",2020-02-25,-0.02,"Mexico"
"Michigan",2020-02-25,-0.08,"United States"
"Minnesota",2020-02-25,0.19,"United States"
"Missouri",2020-02-25,-0.02,"United States"
"Nebraska",2020-02-25,0.03,"United States"
"Nevada",2020-02-25,-0.01,"United States"
"New Jersey",2020-02-25,-0.07,"United States"
"New Mexico",2020-02-25,-0.04,"United States"
"New South Wales",2020-02-25,0.03,"Australia"
"New York",2020-02-25,0.01,"United States"
"North Carolina",2020-02-25,0.01,"United States"
"Nuevo Leon",2020-02-25,-0.12,"Mexico"
"Ohio",2020-02-25,-0.06,"United States"
"Oklahoma",2020-02-25,0.03,"United States"
"Ontario",2020-02-25,-0.06,"Canada"
"Oregon",2020-02-25,-0.01,"United States"
"Pennsylvania",2020-02-25,-0.05,"United States"
"Quebec",2020-02-25,0.2,"Canada"
"Queensland",2020-02-25,0.07,"Australia"
"Quintana Roo",2020-02-25,0.02,"Mexico"
"Rhode Island",2020-02-25,-0.13,"United States"
"South Carolina",2020-02-25,0.02,"United States"
"Tennessee",2020-02-25,-0.07,"United States"
"Texas",2020-02-25,0.09,"United States"
"Utah",2020-02-25,0.13,"United States"
"Victoria",2020-02-25,-0.06,"Australia"
"Virginia",2020-02-25,0.02,"United States"
"Washington",2020-02-25,-0.02,"United States"
"Alabama",2020-02-24,0.01,"United States"
"Alberta",2020-02-24,-0.01,"Canada"
"Arizona",2020-02-24,0.02,"United States"
"Baja California Sur",2020-02-24,0.29,"Mexico"
"British Columbia",2020-02-24,-0.03,"Canada"
"California",2020-02-24,0.03,"United States"
"Colorado",2020-02-24,-0.02,"United States"
"Connecticut",2020-02-24,-0.02,"United States"
"District of Columbia",2020-02-24,0.11,"United States"
"Florida",2020-02-24,0.02,"United States"
"Georgia",2020-02-24,-0.09,"United States"
"Hawaii",2020-02-24,0.02,"United States"
"Illinois",2020-02-24,-0.05,"United States"
"Indiana",2020-02-24,0.06,"United States"
"Jalisco",2020-02-24,-0.09,"Mexico"
"Kansas",2020-02-24,-0.12,"United States"
"Kentucky",2020-02-24,0.02,"United States"
"Louisiana",2020-02-24,0.8,"United States"
"Maryland",2020-02-24,0.08,"United States"
"Massachusetts",2020-02-24,0.04,"United States"
"Mexico City",2020-02-24,0,"Mexico"
"Michigan",2020-02-24,0.01,"United States"
"Minnesota",2020-02-24,0.02,"United States"
"Missouri",2020-02-24,-0.07,"United States"
"Nebraska",2020-02-24,0.04,"United States"
"Nevada",2020-02-24,0.01,"United States"
"New Jersey",2020-02-24,0.06,"United States"
"New Mexico",2020-02-24,-0.03,"United States"
"New South Wales",2020-02-24,0.04,"Australia"
"New York",2020-02-24,0.06,"United States"
"North Carolina",2020-02-24,-0.09,"United States"
"Nuevo Leon",2020-02-24,0,"Mexico"
"Ohio",2020-02-24,-0.08,"United States"
"Oklahoma",2020-02-24,-0.05,"United States"
"Ontario",2020-02-24,-0.02,"Canada"
"Oregon",2020-02-24,0.12,"United States"
"Pennsylvania",2020-02-24,0,"United States"
"Quebec",2020-02-24,0.14,"Canada"
"Queensland",2020-02-24,0.09,"Australia"
"Quintana Roo",2020-02-24,-0.02,"Mexico"
"Rhode Island",2020-02-24,0.14,"United States"
"South Carolina",2020-02-24,0.03,"United States"
"Tennessee",2020-02-24,-0.09,"United States"
"Texas",2020-02-24,0,"United States"
"Utah",2020-02-24,0.04,"United States"
"Victoria",2020-02-24,-0.07,"Australia"
"Virginia",2020-02-24,0.02,"United States"
"Washington",2020-02-24,-0.01,"United States"
"Alabama",2020-02-23,0.02,"United States"
"Alberta",2020-02-23,0,"Canada"
"Arizona",2020-02-23,0.05,"United States"
"Baja California Sur",2020-02-23,0.01,"Mexico"
"British Columbia",2020-02-23,-0.02,"Canada"
"California",2020-02-23,0.07,"United States"
"Colorado",2020-02-23,-0.08,"United States"
"Connecticut",2020-02-23,0.02,"United States"
"District of Columbia",2020-02-23,0.15,"United States"
"Florida",2020-02-23,0.02,"United States"
"Georgia",2020-02-23,-0.09,"United States"
"Hawaii",2020-02-23,0.03,"United States"
"Illinois",2020-02-23,0.11,"United States"
"Indiana",2020-02-23,0.13,"United States"
"Jalisco",2020-02-23,0.02,"Mexico"
"Kansas",2020-02-23,-0.06,"United States"
"Kentucky",2020-02-23,-0.02,"United States"
"Louisiana",2020-02-23,0.11,"United States"
"Maryland",2020-02-23,0.08,"United States"
"Massachusetts",2020-02-23,0.11,"United States"
"Mexico City",2020-02-23,0.02,"Mexico"
"Michigan",2020-02-23,0.18,"United States"
"Minnesota",2020-02-23,0.22,"United States"
"Missouri",2020-02-23,-0.03,"United States"
"Nebraska",2020-02-23,0.6,"United States"
"Nevada",2020-02-23,0.08,"United States"
"New Jersey",2020-02-23,0.12,"United States"
"New Mexico",2020-02-23,0.03,"United States"
"New South Wales",2020-02-23,-0.05,"Australia"
"New York",2020-02-23,0.13,"United States"
"North Carolina",2020-02-23,0.02,"United States"
"Nuevo Leon",2020-02-23,0.1,"Mexico"
"Ohio",2020-02-23,0,"United States"
"Oklahoma",2020-02-23,-0.08,"United States"
"Ontario",2020-02-23,0.14,"Canada"
"Oregon",2020-02-23,0.2,"United States"
"Pennsylvania",2020-02-23,0.03,"United States"
"Quebec",2020-02-23,0.29,"Canada"
"Queensland",2020-02-23,0.04,"Australia"
"Quintana Roo",2020-02-23,-0.01,"Mexico"
"Rhode Island",2020-02-23,0.24,"United States"
"South Carolina",2020-02-23,0.04,"United States"
"Tennessee",2020-02-23,-0.14,"United States"
"Texas",2020-02-23,-0.03,"United States"
"Utah",2020-02-23,0.04,"United States"
"Victoria",2020-02-23,-0.02,"Australia"
"Virginia",2020-02-23,0.07,"United States"
"Washington",2020-02-23,0.1,"United States"
"Alabama",2020-02-22,0.08,"United States"
"Alberta",2020-02-22,0.05,"Canada"
"Arizona",2020-02-22,-0.03,"United States"
"Baja California Sur",2020-02-22,0.01,"Mexico"
"British Columbia",2020-02-22,0.03,"Canada"
"California",2020-02-22,-0.02,"United States"
"Colorado",2020-02-22,0.01,"United States"
"Connecticut",2020-02-22,-0.06,"United States"
"District of Columbia",2020-02-22,0.08,"United States"
"Florida",2020-02-22,0.02,"United States"
"Georgia",2020-02-22,-0.02,"United States"
"Hawaii",2020-02-22,0.04,"United States"
"Illinois",2020-02-22,0.06,"United States"
"Indiana",2020-02-22,0.03,"United States"
"Jalisco",2020-02-22,-0.06,"Mexico"
"Kansas",2020-02-22,-0.04,"United States"
"Kentucky",2020-02-22,0.11,"United States"
"Louisiana",2020-02-22,0.02,"United States"
"Maryland",2020-02-22,0.08,"United States"
"Massachusetts",2020-02-22,-0.01,"United States"
"Mexico City",2020-02-22,0,"Mexico"
"Michigan",2020-02-22,0,"United States"
"Minnesota",2020-02-22,0.17,"United States"
"Missouri",2020-02-22,0.01,"United States"
"Nebraska",2020-02-22,1.63,"United States"
"Nevada",2020-02-22,-0.04,"United States"
"New Jersey",2020-02-22,0.03,"United States"
"New Mexico",2020-02-22,-0.04,"United States"
"New South Wales",2020-02-22,0.08,"Australia"
"New York",2020-02-22,0.01,"United States"
